CODARTICULO;CODCATEGORIA;DESCRIPCION;Stock M�nimo;Stock M�ximo;Stock de Pedido;Pasillo;Estanteria;Casillero;Estado
369;3;MAZA SINCRONIZADO 5TA6TAFS6306 EAT4301476;10;10;10;1;1;1;activo
370;3;EJE PILOTO FS06406A EAT4304539/4;10;10;10;1;1;1;activo
371;3;ENGRANAJE 6TA FSB08406 EAT4304543/4;10;10;10;1;1;1;activo
372;3;SINCRONIZADOR 5TA6TA FS4205 EAT6608;10;10;10;1;1;1;activo
373;3;ROD DIRECTA INTERIOR 6306 EAT710787;10;10;10;1;1;1;activo
374;3;ROD DIRECTA EATON FS5406A EAT742259;10;10;10;1;1;1;activo
375;3;CONJUNTO SINCRONIZADOR 2DA3RA EATA6136;10;10;10;1;1;1;activo
376;3;RODAMIENTO AGUJA M/A EAT3315674/4;10;10;10;1;1;1;activo
377;3;ROD AGUJA 1/2 EAT3315703;10;10;10;1;1;1;activo
378;3;ROD EAT EAT3315722;10;10;10;1;1;1;activo
379;3;LEVA DE ENGANCHE EAT4304550;10;10;10;1;1;1;activo
380;3;RODAMIENTO AGUJA 1/MA EAT4304555;10;10;10;1;1;1;activo
381;3;ROD 42220/42285 6306EATON EAT5557003/71112;10;10;10;1;1;1;activo
382;3;ROD 658981/660181 EAT658981;10;10;10;1;1;1;activo
383;3;ROD 791943/654166 EAT791943;10;10;10;1;1;1;activo
384;3;CONJUNTO SINCRONIZADO 1RA2DA EATA8963/4;10;10;10;1;1;1;activo
385;3;DEPOSITO ZORRINO  ;10;10;10;1;1;1;activo
386;3;KIT REP TAPA COMPRESOR KNORR 78MM VW;10;10;10;1;1;1;activo
387;3;MANGUERA A/A 1 1/8;10;10;10;1;1;1;activo
388;3;KIT REP TAPA COMPRESOR LK 38 78MM QA-1729;10;10;10;1;1;1;activo
389;3;BUJE PARRILLA SUP GRANDE 740   486322601007;10;10;10;1;1;1;activo
390;3;BUJE PARRILLA SUP CHICO 740   486352601007;10;10;10;1;1;1;activo
391;3;BUJE PARRILLA INF 740   480613501107;10;10;10;1;1;1;activo
392;3;BUJE BARRA ESTABILIZADORA 740 488151416005;10;10;10;1;1;1;activo
393;3;AMORTIGUADOR DEL. 740 4851180065TO;10;10;10;1;1;1;activo
394;3;TUBO ASPIRACION SPRINTER 515 A6511802151;10;10;10;1;1;1;activo
395;3;BOMBA ACEITE SPRINTER 515 A6511801400;10;10;10;1;1;1;activo
396;3;KIT DISTRIBUCION SPRINTER 515 A6510500016;10;10;10;1;1;1;activo
397;3;BULON DISTRIBUION SPRINTER 515 A0029905103;10;10;10;1;1;1;activo
398;3;CRUCETA CARDAN HILUX MPV-1000;10;10;10;1;1;1;activo
399;3;CRUCETA CARDAN HILUX MPV-213X;10;10;10;1;1;1;activo
400;3;CAJA ZF ECOLITE 6AS 1010 BO CAJA PALANQUERA;10;10;10;1;1;1;activo
401;3;TAPON BLOCK ROSCADO SPRINTER  A1179970230;10;10;10;1;1;1;activo
402;3;PLACA/DISCO EMBRAG MA8.7 330MM ;10;10;10;1;1;1;activo
403;3;RETEN DIFERENCIAL MINIBUS CUMM 1051 54X80X12;10;10;10;1;1;1;activo
404;3;RAMPA INYECTORA CUMMINS ISF3.8 BOSCH 0445224013;10;10;10;1;1;1;activo
405;3;CRUCETA CARDAN CUMMING 4X4 CRT-304;10;10;10;1;1;1;activo
406;3;RETEN COLA CAJA MINIBUS 4X4 8573P;10;10;10;1;1;1;activo
407;3;BULON BANCADA SPRINTER 515 ;10;10;10;1;1;1;activo
408;3;BOMBA GASOIL ALTA SPRINTER 517 A654070930264;10;10;10;1;1;1;activo
409;3;RADIADOR AGUA CUMMINS MA8.7/10 6025101063007;10;10;10;1;1;1;activo
410;3;COMPRESOR A/A SPRINTER 517  ;10;10;10;1;1;1;activo
411;3;FLEXIBLE ESCAPE MINIBUS CUMMIN 6025001425009;10;10;10;1;1;1;activo
412;3;MANG INTERCOOLER TRANSIT  CC11/6K863/D16G;10;10;10;1;1;1;activo
413;3;RODILLO FRENO IVECO 31,5MM;10;10;10;1;1;1;activo
414;3;PALIER 7590 AGRALE MINIBUS;10;10;10;1;1;1;activo
415;3;RETEN ORING 6679 ;10;10;10;1;1;1;activo
416;3;BOMBIN EMBRAG AGRALE  6025.003.035.00.4;10;10;10;1;1;1;activo
417;3;CABLE SELEC IVECO 6010  5802510576;10;10;10;1;1;1;activo
418;3;CABLE SELEC IVECO 6010  5801666580;10;10;10;1;1;1;activo
419;3;RODAMIENTO 12025 ;10;10;10;1;1;1;activo
420;3;ROTULA agrale 4x4 minibus 6025.008.081.00.3;10;10;10;1;1;1;activo
421;3;ROTULA agrale 4x4 minibus 6025.008.080.00.5;10;10;10;1;1;1;activo
422;3;JUNTA CARTER CUMMINS 3.8 6025.001.0261.00.8;10;10;10;1;1;1;activo
423;3;RETEN PUNTA EJE 4X4 DBH 6679;10;10;10;1;1;1;activo
424;3;ELECTRO VALVULA GASOIL VW ENGINEPRO 0928400761;10;10;10;1;1;1;activo
425;3;TAPA DE VALVULA MINI BUS CUMMI 6025001377002;10;10;10;1;1;1;activo
426;3;PORTA TERMOSTATO CUMMINS 3.8 6022001087004;10;10;10;1;1;1;activo
427;3;ENGRANAJE BOMBA COMBUS 5038 612001429007;10;10;10;1;1;1;activo
428;3;JUNTA TAPA VALV CABLEADO ISB 536784800;10;10;10;1;1;1;activo
429;3;RADIADOR AGUA VW 17190 ;10;10;10;1;1;1;activo
430;3;JGO JUNTA SPRINTER 517 MBJM1476;10;10;10;1;1;1;activo
431;3;JGO BULON TAP CIL SPRINTER 517 MBBULT392A;10;10;10;1;1;1;activo
432;3;JGO AROS SPRINTER 517 JAMBOM654;10;10;10;1;1;1;activo
433;3;TORRINGTON MINIBUS CUMMINS 4X4 NK45/30;10;10;10;1;1;1;activo
434;3;RODAMIENTO 629 ARRANQUE ZAMPI NTN629;10;10;10;1;1;1;activo
435;3;RETEN TRASERO MINIBUS 4X4 5470;10;10;10;1;1;1;activo
436;3;FLEXIBLE DRENAJE COMB MA17 5341891 CUMMINS;10;10;10;1;1;1;activo
437;3;BULON TAPA CILINDRO SPRINTER  515;10;10;10;1;1;1;activo
438;3;BOTADORES SPRINTER 515 ;10;10;10;1;1;1;activo
439;3;BLOCK SEMIARMADO MAN D0834 07W100103-CX;10;10;10;1;1;1;activo
440;3;JUNTA CARTER MAN D0834 VW 07W-115-441-A;10;10;10;1;1;1;activo
441;3;JGO JUNTA SUPERIOR MAN D0834 VW 07W-198-012;10;10;10;1;1;1;activo
442;3;JGO JUNTA TAPA DISTR MAN D0834 VW 07W-198-007;10;10;10;1;1;1;activo
443;3;JUNTA ENTRE TAPA DISTRI D0834  VW 07W-103-121-C;10;10;10;1;1;1;activo
444;3;VOLANTE BIMASA SPRINTER 415 A651030510564;10;10;10;1;1;1;activo
445;3;JUNTA TAPA VALV CUMMIN ISB 6.7 CUMMINS 5367848;10;10;10;1;1;1;activo
446;3;RAD INTERCOOLER CUMMINS MA10 6025,101,028,00,0 ;10;10;10;1;1;1;activo
447;3;JGO JUNTA Y ORING TURBO SPRINTER 515;10;10;10;1;1;1;activo
448;3;CONECTOR BOMBA AGUA  SPRINTER 515;10;10;10;1;1;1;activo
449;3;JUNTA TAPA VALVULA SPRINTER 651/515;10;10;10;1;1;1;activo
450;3;JUNTA MULTIPLE ADMISION SPRINT OM 651/515;10;10;10;1;1;1;activo
451;3;BOMBA AGUA SPRINTER OM651/515;10;10;10;1;1;1;activo
452;3;CA�O INYECTOR N�2 Y N�4 ISB6.7 CUMMINS 4935974;10;10;10;1;1;1;activo
453;3;CA�O INYECTOR N�1 ISB6.7 CUMMINS 4935976;10;10;10;1;1;1;activo
454;3;CA�O INYECTOR N�6 ISB6.7 CUMMINS 4935981;10;10;10;1;1;1;activo
455;3;CA�O INYECTOR N�3 Y N�5 ISB6.7 CUMMINS 4935982;10;10;10;1;1;1;activo
456;3;EXTREMO DIR DER SPRINTER 415 PH2582 (415/515);10;10;10;1;1;1;activo
457;3;ROTULA SPRINTER 415/515 PH2583;10;10;10;1;1;1;activo
458;3;PRECAP DER SPRINTER 415/515 PH2584;10;10;10;1;1;1;activo
459;3;BUJIA PRECALENTAMIENTO SPRINTE  SPRINTER 515 HC 621;10;10;10;1;1;1;activo
460;3;MANG RETORN GASOIL SPRINTER  515-6510700132000064;10;10;10;1;1;1;activo
461;3;TERMOSTATO COMPL SPRINTER 515  A6512002800000064;10;10;10;1;1;1;activo
462;3;JUNTA MULTIPL EGR SPRINTER 515 A6511420480;10;10;10;1;1;1;activo
463;3;MANG SUP RADIADOR SPRINTER 515 A906501298264;10;10;10;1;1;1;activo
464;3;MANG INF RADIADOR SPRINTER 515 A906501148264;10;10;10;1;1;1;activo
465;3;ELECTRO VALVULA TURBO SPRINTER A0001531700 (515);10;10;10;1;1;1;activo
466;3;CARTER MINIBUS 4X4 3.8 6025001262006000;10;10;10;1;1;1;activo
467;3;MANG INTERCOOLER SPRINTER 413 MB413 A9065285082;10;10;10;1;1;1;activo
468;3;MANG INTERCOOLER SPRINTER 515 MB515 A9065285182;10;10;10;1;1;1;activo
469;3;JUNTA TAPA VALV MITSUBISHI  ZAMPIE JVMS4ST;10;10;10;1;1;1;activo
1;4;CINTA FRENO D A/VW STD 18,57MM DFW 988RA;10;10;10;1;1;1;activo
2;4;CINTA FRENO D A/VW 1RA 20,57MM DFW 988RA;10;10;10;1;1;1;activo
3;4;CINTA FRENO D A/VW 2DA 22,57MM DFW 988RA;10;10;10;1;1;1;activo
4;4;CINTA FRENO T A/VW STD 18,57MM DFW 910RA;10;10;10;1;1;1;activo
5;4;CINTA FRENO T A/VW 1RA 20,57MM DFW 910RA;10;10;10;1;1;1;activo
6;4;CINTA FRENO T A/VW 2DA 22,57MM DFW 910RA;10;10;10;1;1;1;activo
7;4;CINTA FRENO D MNBUS STD 16MM DFW 959RA - FD/59;10;10;10;1;1;1;activo
8;4;CINTA FRENO D MNBUS 1RA 17MM DFW 959RA- FD/59;10;10;10;1;1;1;activo
9;4;CINTA FRENO D MNBUS 2DA 18MM DFW 959RA - FD/59;10;10;10;1;1;1;activo
10;4;CINTA FRENO T MNBUS STD 16MM DFW 965RA;10;10;10;1;1;1;activo
11;4;CINTA FRENO T MNBUS 1RA 17MM DFW 965RA;10;10;10;1;1;1;activo
12;4;CINTA FRENO T MNBUS 2DA 18MM DFW 965RA;10;10;10;1;1;1;activo
13;4;REMACHE VENTILADO 8X20MM ;10;10;10;1;1;1;activo
14;4;REMACHE VENTILADO 6X16MM ;10;10;10;1;1;1;activo
15;4;PATIN FRENO D A/VW ;10;10;10;1;1;1;activo
16;4;PATIN FRENO T A/VW ;10;10;10;1;1;1;activo
17;4;PATIN FRENO MNBUS 12CM FD/59;10;10;10;1;1;1;activo
18;4;PATIN FRENO MNBUS 15CM FD/165;10;10;10;1;1;1;activo
19;4;PASTILLA FRENO D A/VW ;10;10;10;1;1;1;activo
20;4;PASTILLA FRENO D MNBUS IVECO ;10;10;10;1;1;1;activo
21;4;RESORTE PATIN LARGO VW ;10;10;10;1;1;1;activo
22;4;PASTILLA FRENO D SPRINTER 415 FRASLE PD/661;10;10;10;1;1;1;activo
23;4;DISCO FRENO D A/VW ;10;10;10;1;1;1;activo
24;4;CAMPANA D A/VW STD MED 38CM 3598P;10;10;10;1;1;1;activo
25;4;CAMPANA D A/VW 1RA MED 38,3CM ;10;10;10;1;1;1;activo
26;4;CAMPANA D A/VW 2DA MED 38,5CM ;10;10;10;1;1;1;activo
27;4;CAMPANA T A/VW STD MED 38CM 216 - 3654P;10;10;10;1;1;1;activo
28;4;CAMPANA T A/VW 1RA MED 38,3CM ;10;10;10;1;1;1;activo
29;4;CAMPANA T A/VW 2DA MED 38,5CM ;10;10;10;1;1;1;activo
30;4;ROD MZ D MNBUS 2780/2720 EXT ;10;10;10;1;1;1;activo
31;4;ROD MZ D MNBUS 3780/3720 INT ;10;10;10;1;1;1;activo
32;4;ROD MZ T MNBUS 3982/3920 EXT ;10;10;10;1;1;1;activo
33;4;ROD MZ T MNBUS 33287/33462 INT ;10;10;10;1;1;1;activo
34;4;ROD MZ D VW 3782/3720 EXT ;10;10;10;1;1;1;activo
35;4;ROD MZ D VW 212049/212011 INT ;10;10;10;1;1;1;activo
36;4;ROD MZ T VW 580/572 EXT ;10;10;10;1;1;1;activo
37;4;ROD MZ T VW 594/592 INT ;10;10;10;1;1;1;activo
38;4;RETEN MAZA TRASERO VW/AGRALE  SAV 7817 KW22 ;10;10;10;1;1;1;activo
39;4;RETEN MAZA DEL VW/TRAS MNBUS SABO 02484-SAV 40390;10;10;10;1;1;1;activo
40;4;RETEN MAZA TRASERO MNBUS SABO 07439-SABO07375;10;10;10;1;1;1;activo
41;4;RETEN MAZA DELANTERO MNBUS SABO 02753-7557;10;10;10;1;1;1;activo
42;4;CAMPANA STD 32.4CM MNBUS 12CM ;10;10;10;1;1;1;activo
43;4;CAMPANA STD 32.4CM MNBUS 15CM ;10;10;10;1;1;1;activo
44;4;RETEN BRIDA AGRALE 4 X 4 5462 DBH 68X90X13;10;10;10;1;1;1;activo
45;4;RETEN CAJA 5457 4X4 5457 DBH 65X90X13;10;10;10;1;1;1;activo
46;4;RESORTE PATIN CORTO VW/MINIBUS ;10;10;10;1;1;1;activo
47;4;CINTA FRENO DFW 411 STD DFW 411 STD 21,4MM;10;10;10;1;1;1;activo
48;4;CAMPANA DE FRENO VW VOYAGE ;10;10;10;1;1;1;activo
49;4;RETEN BANCADA TRAS HILUX 2004 1157  (50X70X9);10;10;10;1;1;1;activo
50;4;ROD MZ TRAS HILUX 2004 GH040170B (40X90X28);10;10;10;1;1;1;activo
51;4;RETEN BANCADA CUMMING 6CIL 3921927-4025270;10;10;10;1;1;1;activo
52;4;KIT PERNO Y FUELLE CALIPER  VOYAGE;10;10;10;1;1;1;activo
53;4;KIT PERNO CALIPER VOYAGE;10;10;10;1;1;1;activo
54;4;CALIPER AGRALE DER Z011518;10;10;10;1;1;1;activo
55;4;CALIPER AGRALE IZQ Z011517;10;10;10;1;1;1;activo
56;4;CAJA REG.FRENO DER MA17 50323;10;10;10;1;1;1;activo
57;4;CAJA REG.FRENO IZQ MA17 50322;10;10;10;1;1;1;activo
58;4;ROD MZ T MNBUS 39590/39520 INT ;10;10;10;1;1;1;activo
59;4;ROD MZ T MNBUS 506849/10 EXT ;10;10;10;1;1;1;activo
60;4;RETEN BANCADA IVECO 504056152- 50X70X11;10;10;10;1;1;1;activo
61;4;PASTILLA FRENO T TRANSIT 49110-2528;10;10;10;1;1;1;activo
62;4;PASTILLA FRENO D TRANSIT 1786-2702;10;10;10;1;1;1;activo
63;4;DISCO FRENO D IVECO DAILY 5801718330048;10;10;10;1;1;1;activo
64;4;CINTA FRENO IVECO DFW 410 STD DFW 410 STD 21,4MM;10;10;10;1;1;1;activo
65;4;RETEN DISTRIBUCION MWM  1046R ;10;10;10;1;1;1;activo
66;4;PERNO HORQUILLA EMBRAGUE VW VW;10;10;10;1;1;1;activo
67;4;PERNO HORQUILLA EMBRAGUE 10mm 10mm;10;10;10;1;1;1;activo
68;4;RETEN TAPA DISTRIBUCION MWM  3446;10;10;10;1;1;1;activo
69;4;PASTILLA FRENO T SPRINTER 415 FRASLE PD/664;10;10;10;1;1;1;activo
70;4;MAZA TRASERA DER SPRINTER 415 FWB1000 175X62.7;10;10;10;1;1;1;activo
71;4;RETEN BANCADA MWM 3445  3921927-4025270;10;10;10;1;1;1;activo
72;4;JG PASTILLA DE FRENO HILUX 04465YZZ5701;10;10;10;1;1;1;activo
73;4;RETEN DISTRIBUCION CUMMINS 4CI ENGINE PARTS 4890832;10;10;10;1;1;1;activo
74;4;KIT REP PUNTA EJE MINIBUS 33X170;10;10;10;1;1;1;activo
75;4;PASTILLA FRENO DEL. DAILY 00500058817000;10;10;10;1;1;1;activo
76;4;RETEN BANCADA VW 11x13x1.3 07W103085A;10;10;10;1;1;1;activo
77;4;ROLO PATIN VW 32 ;10;10;10;1;1;1;activo
78;4;DISCO FRENO TRAS FORD TRANSIT 26008;10;10;10;1;1;1;activo
79;4;RETEN BANCADA CUMMING ISF 3.8 SABO 05287;10;10;10;1;1;1;activo
80;4;RETEN MAZA TRAS SPRINTER 415  SAV 11432 73X98X10;10;10;10;1;1;1;activo
81;4;DISCO FRENO DEL FORD TRANSIT 26007;10;10;10;1;1;1;activo
82;4;ROLO PATIN VW 35 ;10;10;10;1;1;1;activo
83;4;ROLO PATIN VW 38 ;10;10;10;1;1;1;activo
84;4;CUBO RUEDA MINIBUS CUMMINS 6020.009.350.00.9;10;10;10;1;1;1;activo
85;4;CUBO RUEDA MINIBUS CUMMINS 6020.009.099.99.7;10;10;10;1;1;1;activo
86;4;LEVA FRENO TRASERO IVECO 6010 00504302683000;10;10;10;1;1;1;activo
87;4;RETEN BRIDA AGRALE 4X4 DBH1060 47.63X80.26X17.90;10;10;10;1;1;1;activo
88;4;RESORTE PATIN LARGO IVECO 500057411000;10;10;10;1;1;1;activo
89;4;CAMPANA 1RA 32.7CM MNBUS 12CM ;10;10;10;1;1;1;activo
90;4;RESORTE PATIN LARGO MINIBUS 2R0609465;10;10;10;1;1;1;activo
91;4;PATIN FRENO SPRINTER TRASERO ;10;10;10;1;1;1;activo
92;4;CHAPA ANTIVIBRACION SPRINTER ;10;10;10;1;1;1;activo
93;4;RESORTE PATIN LARGO MNBUS 4X4 DMT IV500053790;10;10;10;1;1;1;activo
94;4; JG PASTILLA T SPRINTER 517 0090742397;10;10;10;1;1;1;activo
95;4;CUBO MAZA 4X4 MINIBUS CUMMINS 4591223 DELANTERO;10;10;10;1;1;1;activo
96;4;DISCO FRENO TRAS. SPRINTER 415 FRASLE A9064230112/1;10;10;10;1;1;1;activo
97;4;RETEN PUNTA EJE 4X4  DBH 9382 44X60X8;10;10;10;1;1;1;activo
1;5;ACEITE MOTOR 10W-40 ;10;10;10;1;1;1;activo
2;5;ACEITE MOTOR 15W-40 ;10;10;10;1;1;1;activo
3;5;ACEITE MOTOR 5W-30 ;10;10;10;1;1;1;activo
4;5;ACEITE SAE 50 ;10;10;10;1;1;1;activo
5;5;ACEITE 75W-80 CAJA SPRINTER;10;10;10;1;1;1;activo
6;5;ACEITE DIF 80W-90 ;10;10;10;1;1;1;activo
7;5;ACEITE S6 75w90 ;10;10;10;1;1;1;activo
8;5;LIQUIDO FRENO DOT 4 ;10;10;10;1;1;1;activo
9;5;UREA ;10;10;10;1;1;1;activo
10;5;LIQUIDO REFRIGERANTE ;10;10;10;1;1;1;activo
11;5;NAFTA ;10;10;10;1;1;1;activo
12;5;ACEITE 85W140 DIFERENCIAL VW;10;10;10;1;1;1;activo
13;5;ACEITE HIDRAULICO ATF ACEITE DIRECCION;10;10;10;1;1;1;activo
14;5;GASOIL DIESEL ;10;10;10;1;1;1;activo
15;5;DIESEL INFINIA ;10;10;10;1;1;1;activo
16;5;DIESEL 500 ;10;10;10;1;1;1;activo
17;5;ACEITE SAE 40 CAJA TRANSFERENCIA;10;10;10;1;1;1;activo
18;5;AGUA DESTILADA ;10;10;10;1;1;1;activo
19;5;ACEITE CAJA 80W ;10;10;10;1;1;1;activo
20;5;ACEITE COMPRESOR ;10;10;10;1;1;1;activo
21;5;ACEITE CAJA SAE40 R3+40;10;10;10;1;1;1;activo
1;5;CORREA 4PK 1102 IVECO DAILY ;10;10;10;1;1;1;activo
2;5;CORREA 6PK 1842 IVECO DAILY ;10;10;10;1;1;1;activo
3;5;CORREA 6PK 2210 SPRINTER ;10;10;10;1;1;1;activo
4;5;CORREA 8PK 1275 MOTOR VW;10;10;10;1;1;1;activo
5;5;CORREA 8PK 1370 ;10;10;10;1;1;1;activo
6;5;CORREA 8PK 1407  A/A MWM;10;10;10;1;1;1;activo
7;5;CORREA 8PK 1550 ;10;10;10;1;1;1;activo
8;5;CORREA 8PK 1580 ;10;10;10;1;1;1;activo
9;5;CORREA 8PK 1700 ;10;10;10;1;1;1;activo
10;5;CORREA 8PK 1805 ;10;10;10;1;1;1;activo
11;5;CORREA 8PK 1785/1795 ;10;10;10;1;1;1;activo
12;5;CORREA 8PK 1375 ;10;10;10;1;1;1;activo
13;5;CORREA 8PK 1980 MA 8.7 MOTOR CUMMING;10;10;10;1;1;1;activo
14;5;CORREA 8PK 1990 MNBUS ;10;10;10;1;1;1;activo
15;5;CORREA 8PK 2015 ;10;10;10;1;1;1;activo
16;5;CORREA 8PK 2030 ;10;10;10;1;1;1;activo
17;5;CORREA 8PK 2035 MOTOR CUMMING;10;10;10;1;1;1;activo
18;5;CORREA 8PK 2625 MA10 MOTOR CUMMING;10;10;10;1;1;1;activo
19;5;CORREA 8PK 1500 ;10;10;10;1;1;1;activo
20;5;CORREA 9PK 2030 ;10;10;10;1;1;1;activo
21;5;CORREA 10PK 2645 ;10;10;10;1;1;1;activo
22;5;CORREA 13X1500 ;10;10;10;1;1;1;activo
23;5;CORREA 13X1070 ;10;10;10;1;1;1;activo
24;5;CORREA 13X1390 ;10;10;10;1;1;1;activo
25;5;CORREA 13X1100 ;10;10;10;1;1;1;activo
26;5;CORREA 13X1715 ;10;10;10;1;1;1;activo
27;5;CORREA 13X1750 ;10;10;10;1;1;1;activo
28;5;CORREA DOBLE 13X1275 ;10;10;10;1;1;1;activo
29;5;CORREA DOBLE 13X1325 6008;10;10;10;1;1;1;activo
30;5;CORREA DOBLE 13X1725 ;10;10;10;1;1;1;activo
31;5;CORREA DOBLE 13X1700 ;10;10;10;1;1;1;activo
32;5;CORREA DOBLE 13X1400 ;10;10;10;1;1;1;activo
33;5;CORREA AX30 ;10;10;10;1;1;1;activo
34;5;CORREA AXS42 ;10;10;10;1;1;1;activo
35;5;CORREA BX58 ;10;10;10;1;1;1;activo
36;5;CORREA BX72 ;10;10;10;1;1;1;activo
37;5;CORREA BX77 ;10;10;10;1;1;1;activo
38;5;CORREA BX92 ;10;10;10;1;1;1;activo
39;5;CORREA BX80 ;10;10;10;1;1;1;activo
40;5;CORREA BXS60 ;10;10;10;1;1;1;activo
41;5;CORREA BX83 ;10;10;10;1;1;1;activo
42;5;CORREA BX87 ;10;10;10;1;1;1;activo
43;5;TENSOR CORREA MOVIL CUMMING APV2970;10;10;10;1;1;1;activo
44;5;TENSOR CORREA MOVIL VW APV1128-VW07W903133;10;10;10;1;1;1;activo
45;5;TENSOR CORREA CUMMING 3922900/1;10;10;10;1;1;1;activo
46;5;TENSOR FIJO PLAST IVECO DAILY 504084453/5803266261;10;10;10;1;1;1;activo
47;5;TENSOR MOVIL IVECO DAILY 504086948;10;10;10;1;1;1;activo
48;5;TENSOR FIJO METAL IVECO DAILY 504247757;10;10;10;1;1;1;activo
49;5;RODAMIENTO 6304 TENSOR ;10;10;10;1;1;1;activo
50;5;CORREA 8PK 1280 MOTOR VW;10;10;10;1;1;1;activo
51;5;CORREA 6PK 1530 A/A ;10;10;10;1;1;1;activo
52;5;CORREA DOBLE 13X1500 ;10;10;10;1;1;1;activo
53;5;CORREA BX83X2 ;10;10;10;1;1;1;activo
54;5;CORREA BX84 ;10;10;10;1;1;1;activo
55;5;CORREA BX53 ;10;10;10;1;1;1;activo
56;5;RODAMIENTO 607-2RSH/C3 ;10;10;10;1;1;1;activo
57;5;CORREA 13X1700 ;10;10;10;1;1;1;activo
58;5;CORREA BX60 ;10;10;10;1;1;1;activo
59;5;CORREA BX62 ;10;10;10;1;1;1;activo
60;5;CORREA BX32 ;10;10;10;1;1;1;activo
61;5;CORREA BX34 ;10;10;10;1;1;1;activo
62;5;CORREA BX74 ;10;10;10;1;1;1;activo
63;5;CORREA 7pk 3120 transit;10;10;10;1;1;1;activo
64;5;TENSOR CORREA TRANSIT 17X65X30;10;10;10;1;1;1;activo
65;5;TENSOR CORREA TRANSIT 1717608;10;10;10;1;1;1;activo
66;5;CORREA BX75  SIMPLE ;10;10;10;1;1;1;activo
67;5;CORREA BX78 SIMPLE  ;10;10;10;1;1;1;activo
68;5;RODAMIENTO 6204 TENSOR ;10;10;10;1;1;1;activo
69;5;CORREA 8PK 1400 A/A MWM;10;10;10;1;1;1;activo
70;5;CORREA 6PK1525 ;10;10;10;1;1;1;activo
71;5;CORREA 13X1505 A/A;10;10;10;1;1;1;activo
72;5;CORREA 13X1595 ;10;10;10;1;1;1;activo
73;5;CORREA 13X1175 A/A Interno 740;10;10;10;1;1;1;activo
74;5;CORREA 13X1170 ;10;10;10;1;1;1;activo
75;5;CORREA 8PK 1530 ;10;10;10;1;1;1;activo
76;5;ROD 31594 (CAJA EATON) ;10;10;10;1;1;1;activo
77;5;CORREA RELMF-6470 A/A 740 993321120505;10;10;10;1;1;1;activo
78;5;TENSOR ESTIRA CORREA CUMMING CMS3965589;10;10;10;1;1;1;activo
79;5;CORREA 13X750 ;10;10;10;1;1;1;activo
80;5;CORREA 13X725 ;10;10;10;1;1;1;activo
81;5;CORREA BX70 ;10;10;10;1;1;1;activo
82;5;TENSOR POLEA LISA SPRINTER OM651/515;10;10;10;1;1;1;activo
83;5;POLEA LISA SPRINTER OM651/515;10;10;10;1;1;1;activo
84;5;POLEA TENSOR SPRINTER  OM651/515;10;10;10;1;1;1;activo
85;5;POLEA TENSOR BOMBA AGUA OM651/515 SPRINTER;10;10;10;1;1;1;activo
86;5;CORREA 13X1125 ;10;10;10;1;1;1;activo
87;5;CORREA 13X1180 ;10;10;10;1;1;1;activo
1;7;HOJA ELAST DEL VW 1RA ;10;10;10;1;1;1;activo
2;7;HOJA ELAST DEL VW 2DA ;10;10;10;1;1;1;activo
3;7;HOJA ELAST DEL VW 3RA ;10;10;10;1;1;1;activo
4;7;HOJA ELAST DEL VW 4TA ;10;10;10;1;1;1;activo
5;7;HOJA ELAST DEL VW 5TA ;10;10;10;1;1;1;activo
6;7;HOJA ELAST DEL VW 6TA ;10;10;10;1;1;1;activo
7;7;HOJA ELAST DEL VW 7TA ;10;10;10;1;1;1;activo
8;7;HOJA ELAST DEL VW 8TA ;10;10;10;1;1;1;activo
9;7;HOJA ELAST TRAS VW 1RA ;10;10;10;1;1;1;activo
10;7;HOJA ELAST TRAS VW 2DA ;10;10;10;1;1;1;activo
11;7;HOJA ELAST TRAS VW 3RA ;10;10;10;1;1;1;activo
12;7;HOJA ELAST TRAS VW 4TA ;10;10;10;1;1;1;activo
13;7;HOJA ELAST TRAS VW 5TA ;10;10;10;1;1;1;activo
14;7;HOJA ELAST TRAS VW 6TA ;10;10;10;1;1;1;activo
15;7;HOJA ELAST TRAS VW 7TA ;10;10;10;1;1;1;activo
16;7;HOJA ELAST TRAS VW 8TA ;10;10;10;1;1;1;activo
17;7;HOJA ELAST 3RA MINIBUS TRAS 80X10X140;10;10;10;1;1;1;activo
18;7;HOJA ELAST 4TA MINIBUS TRAS 80X10X127;10;10;10;1;1;1;activo
19;7;HOJA ELAST 5TA MINIBUS TRAS 80X10X113;10;10;10;1;1;1;activo
20;7;HOJA ELAST 6TA MINIBUS TRAS 80X10X105;10;10;10;1;1;1;activo
21;7;HOJA ELAST 8VA MINIBUS TRAS 80X10X80;10;10;10;1;1;1;activo
22;7;HOJA ELAST 7MA MINIBUS TRAS 80X10X93;10;10;10;1;1;1;activo
23;7;HOJA ELAST 1RA MINIBUS TRAS ;10;10;10;1;1;1;activo
24;7;HOJA ELAST 2DA MINIBUS TRAS ;10;10;10;1;1;1;activo
25;7;HOJA ELAST DEL VW 3RA REF ;10;10;10;1;1;1;activo
26;7;SOPORTE GEMELO ELAST VW ;10;10;10;1;1;1;activo
27;7;PERNO GEMELO 155X25 ELAST VW ;10;10;10;1;1;1;activo
28;7;PERNO GEMELO 170X25 ELAST VW ;10;10;10;1;1;1;activo
